start_date,end_date,pair1,pair2,pair3,pair4,pair5
2008-01-14,2008-01-18,0.21518615650380318,0.04149552375476917,0.039142018830499864,0.7041763009109278,1.2902005852577503e-17
2008-01-22,2008-01-25,0.25006745965483057,1.5265566588595902e-16,0.25010319598268643,0.24979101749492674,0.2500383268675561
2008-01-28,2008-02-01,0.2673807953929136,0.28095670099572445,0.1975983371092306,0.2141237940617605,0.03994037244037093
2008-02-04,2008-02-08,0.03179521545131561,1.6046192152785466e-16,0.6295027108047281,0.009684202118201046,0.32901787162575513
2008-02-11,2008-02-15,0.3175045530979531,0.3320033208676396,0.3504921260344072,,
2008-02-19,2008-02-22,0.03972085845779242,0.12241982888730295,0.8266109203333853,0.006370945633233181,0.004877446688286231
2008-02-25,2008-02-29,0.2646396872715752,0.3148582592497898,0.2172544499687388,0.077367382728676,0.12588022078122027
2008-03-03,2008-03-07,0.26684201102680927,0.10219488968447123,0.3585317848282208,0.20028642319776208,0.07214489126273665
2008-03-10,2008-03-14,0.2577451295512422,0.0,0.25283017012008,0.43349882039658555,0.055925879932093456
2008-03-17,2008-03-20,0.3907397726851948,0.27340009228825696,0.2644008753233311,0.0,0.07145925970321713
2008-03-24,2008-03-28,0.2166166653822762,0.3686951146195191,0.41468821999820477,,
2008-03-31,2008-04-04,0.09075129052562197,0.03438425245940748,4.441434199586869e-16,0.863568858995647,0.011295598019323281
2008-04-07,2008-04-11,0.9455349815642614,0.01381121877954119,0.007692384116279606,0.01378740761638683,0.019174007923530967
2008-04-14,2008-04-18,1.0,,,,
2008-04-21,2008-04-25,0.023426964153419463,0.2514789157971208,0.3020440283190821,0.4230500917303776,1.2152381694257447e-17
2008-04-28,2008-05-02,0.43154444334238173,0.1606330512120513,0.02383731721069115,6.938893903907228e-18,0.3839851882348759
2008-05-05,2008-05-09,0.25774891401375066,0.25614608366344577,0.4861050023228037,0.0,
2008-05-12,2008-05-16,0.5,0.5,,,
2008-05-19,2008-05-23,0.26442782163971384,0.0879595648662109,0.41461788442820674,0.14489918468521454,0.08809554438065406
2008-05-27,2008-05-30,0.0,0.7766904245804606,0.06287601887536233,0.004120781754242562,0.1563127747899346
2008-06-02,2008-06-06,0.9604197569389534,4.336808689942018e-19,0.016636812112905325,0.00831830388140816,0.014625127066733225
2008-06-09,2008-06-13,1.0,,,,
2008-06-16,2008-06-20,0.9823953360716384,0.005790968988774403,0.011813694939587227,,
2008-06-23,2008-06-27,0.0035473613555568884,0.649565051584954,1.8752564063216626e-15,0.0,0.34688758705948836
2008-06-30,2008-07-03,0.3555609909804096,0.256028585451333,0.0,0.0,0.3884104235682575
2008-07-07,2008-07-11,0.012799443256797594,0.01107944957285325,0.9463974550918617,0.012123552465805758,0.017600099612681826
2008-07-14,2008-07-18,0.17374079734038106,1.5873397431545588e-18,0.016223132724806723,0.7662845184119529,0.04375155152285935
2008-07-21,2008-07-25,0.0,0.2486806633997515,0.2542676210259555,0.24856653786826174,0.2484851777060314
2008-07-28,2008-08-01,0.5921728956921937,3.612561638721701e-16,0.28516902025544716,0.014169991759110165,0.10848809229324866
2008-08-04,2008-08-08,0.0,0.18587893824525584,0.6297820366879275,0.18433902506655062,2.6787773388381453e-13
2008-08-11,2008-08-15,1.0,,,,
2008-08-18,2008-08-22,0.03467263159106107,0.42630186024510136,0.32014980121668213,0.0,0.2188757069471553
2008-08-25,2008-08-29,0.7924754916734128,0.08833636913103375,0.011814950137247912,0.07743776471839141,0.029935424339914102
2008-09-02,2008-09-05,0.1045377991483484,0.0,0.5066716503191429,0.027038968709826264,0.3617515818226825
2008-09-08,2008-09-12,0.387629940854929,0.03608111954378185,0.06701336234037679,0.11529846651709498,0.3939771107438174
2008-09-15,2008-09-19,0.1319307607579956,0.058570183320793,0.03662491963471337,0.3115968158683792,0.4612773204181189
2008-09-22,2008-09-26,1.0,,,,
2008-09-29,2008-10-03,0.8423007654697597,0.1576992345302403,,,
2008-10-06,2008-10-10,0.12735309977576262,0.12760199042261916,0.0,0.12726973822497903,0.6177751715766393
2008-10-13,2008-10-17,3.878959614448864e-18,0.6290679612554823,0.361807138545755,0.0006064755915531402,0.008518424607209717
2008-10-20,2008-10-24,1.196959198423997e-16,0.24752937483102744,0.24667531251838423,0.24647230747202217,0.259323005178566
2008-10-27,2008-10-31,0.38545930370915554,0.21203383530665396,0.16976419955240413,0.20397268753771092,0.028769973894075273
2008-11-03,2008-11-07,0.0,0.012289864409225557,0.04647655883354183,0.07716645235733631,0.8640671243998963
2008-11-10,2008-11-14,0.48487555761420625,0.3776906878807409,0.13743375450505285,,
2008-11-17,2008-11-21,0.4615986211513619,0.0,0.00527822432662082,0.5308168443349053,0.0023063101871120574
2008-11-24,2008-11-28,0.03362811710203476,0.8146733700231319,0.021838903135556094,0.10441347272013343,0.02544613701914384
2008-12-01,2008-12-05,0.2,0.2,0.2,0.2,0.2
2008-12-08,2008-12-12,0.09269723361777456,8.944905837032467e-16,0.018918039847771833,0.17396607583708523,0.7144186506973674
2008-12-22,2008-12-26,0.004678004685957053,0.6814253373868057,0.2660324379380613,0.0,0.04786421998917609
